name,ingredients,diet,flavor_profile,course,prep_time,cook_time,images
lemon dosa,"rice flakes, yoghurt, rice, jaggery, grated coconut,lemon",vegetarian,spicy,snack,60,10,https://media.istockphoto.com/id/89157340/photo/indian-meal-food-cuisine-vegetarian-dosa-with-asparagus-curry.jpg?b=1&s=170667a&w=0&k=20&c=isUML_vo0f94sxrXi-GoVQ0iM9UvASy2e0OhCN-UcD4=
multigrain bread,"flour, rice flour, millet flour, sesame seeds",vegetarian,spicy,main course,25,30,https://media.istockphoto.com/id/474679296/photo/organic-homemade-whole-wheat-bread.jpg?b=1&s=170667a&w=0&k=20&c=9teWkqZ8j2yCXtgnIbuiwyATSmnuea8ZXaomhcSmXxA=
mixed vegetable stew,"potatoes, surti papdi, potatoes, valor papdi, green peas",vegetarian,spicy,main course,25,60,https://media.istockphoto.com/id/1453042405/photo/stew-without-meat-stew-of-mixed-vegetables-meal-served.jpg?b=1&s=170667a&w=0&k=20&c=NCUJzDj_L1gPz67PRlcntlpEJm9ApR0wRiFiOEgzDZ8=
ved gravy,"gobi, potatoes, beans, khus khus, coconut",vegetarian,spicy,main course,20,30,https://media.istockphoto.com/id/516816608/photo/homemade-slow-cooker-pot-roast.jpg?b=1&s=170667a&w=0&k=20&c=NwSb7dSdOlapzoauOTcvq1NJdosvSdMlZRJfJJ4xvKY=
vindaaloo,"chicken, oil, vinegar, ginger, cinnamon",non vegetarian,spicy,main course,10,40,https://media.istockphoto.com/id/639389404/photo/authentic-indian-food.jpg?b=1&s=170667a&w=0&k=20&c=Ae3RLr6jG3nabjcGwT8pwvnEtjO34_XOH0SaoZk8hNM=
garlic kachori,"green garlic chutney, green peas, ginger, lemon juice, flour",vegetarian,spicy,snack,30,6,https://media.istockphoto.com/id/501535239/photo/potato-pakora.jpg?b=1&s=170667a&w=0&k=20&c=hXAtUH92Ub4N8vFXPPg2rtxfQjwytU2YSg_etS6nESQ=
chana daal,"moong beans, jaggery, red chillies, oil, salt, chickpeas, daal",vegetarian,spicy,snack,10,40,https://media.istockphoto.com/id/1205482038/photo/dal-tadka-cooked-lentils-which-are-lastly-tempered-with-oil-or-ghee-fried-spices-herbs.jpg?b=1&s=170667a&w=0&k=20&c=Fkh1zBqlehNOuUjobMprXy6854hXVh8xEXjPx2BhroQ=
sesame seed papar,"rice flour, sesame seeds, baking soda, oil",vegetarian,spicy,snack,5,10,https://media.istockphoto.com/id/1443184066/photo/close-up-image-of-row-of-four-uncooked-home-made-traditional-cornish-pasties-on-greaseproof.jpg?b=1&s=170667a&w=0&k=20&c=WBqwzncGX_jkw_lKz73ZADIGhyOHOpeJJrozyTINvmY=
paratha aloo,"potatoes, flour",vegetarian,spicy,snack,15,30,https://media.istockphoto.com/id/1279134622/photo/image-of-metal-tray-with-aloo-paratha-pile-topped-with-red-onion-rings-and-sprinkle-of.jpg?b=1&s=170667a&w=0&k=20&c=D3LrWpU6-9aBk99CJvemXljpcNeUKt5yecJNs67Ek_A=
paratha daal," flour, black pepper,daal",vegetarian,other,snack,20,20,https://media.istockphoto.com/id/1334283985/photo/home-made-indian-flatbread-with-curry-paste.jpg?b=1&s=170667a&w=0&k=20&c=MVWjV08qoT3KRNKg4jcCIN-fLM_2t8TZQ5XDgH1kcxE=
paratha methi,"methi, gram flour",vegetarian,spicy,snack,10,20,https://media.istockphoto.com/id/1413556592/photo/a-food-called-methi-paratha-or-methi-thepla-is-an-indian-breakfast-dish-served-with-curd.jpg?b=1&s=170667a&w=0&k=20&c=vBJktNAfn9pYDt0rZyQeY5veB-i1w4s4Lvn_a_y5vCQ=
paratha butter,"gram flour, butter",vegetarian,spicy,main course,35,40,https://media.istockphoto.com/id/1421273269/photo/a-food-called-methi-paratha-or-methi-thepla-is-an-indian-breakfast-dish-served-with-curd-and.jpg?b=1&s=170667a&w=0&k=20&c=Z5F4eOktLfL2Wo3cmXPePFiim6bOC-JanjWE9EjvKM8=
churma ladoo,"flour, khus khus, sesame seeds, dry coconut, gur",vegetarian,sweet,dessert,12,40,https://media.istockphoto.com/id/656948090/photo/rajasthani-churma-ladoo.jpg?b=1&s=170667a&w=0&k=20&c=fnrR_8ABCrxqoC5ymJmHntvU59oJ7rcyUlmXMpVgccE=
mango pie,"rice, mango, curd, cake mix",vegetarian,sweet,dessert,40,60,https://media.istockphoto.com/id/1262663343/photo/tropical-fruit-dessert-mango-tart.jpg?b=1&s=170667a&w=0&k=20&c=OD7dLv8HjSH9trC1v4zosQnr9kGEy2cAOMYGpSpBmTo=
geela pitha,"rice, rice flour, jaggery, orange",vegetarian,sweet,dessert,10,30,https://media.istockphoto.com/id/1448372016/photo/traditional-turkish-lahmacun-pita-with-ground-beef-in-istanbul-turkey.jpg?b=1&s=170667a&w=0&k=20&c=2-sAwuarsVp8JLmR3MlViPkCg3ci1lW1I7xvVXB85sA=
nihari,"chicken,spices, corn flour",non vegetarian,spicy,main course,10,20,https://media.istockphoto.com/id/1453499719/photo/tasty-chicken-nihari-served-in-plate-isolated-on-table-top-view-indian-spicy-food.jpg?b=1&s=170667a&w=0&k=20&c=5tVmedR0qaNO5f39P0MDjtH5vZTKmugcx1Nhvvp6kiY=
kabuli pulao,"rice, beef, saffron, spices",non vegetarian,spicy,main course,120,130,https://media.istockphoto.com/id/1411959136/photo/indian-spicy-food-chicken-afghani-tikka-biryani-or-reshmi-chicken-tikka-biryani-with-raita.jpg?b=1&s=170667a&w=0&k=20&c=MVSWPZHKWrscKzTKvq8MptbkeMEFYIr6sgcV9PZ3zaI=
haleem,"chicken , chickpeas, onions",non vegetarian,spicy,main course,20,30,https://media.istockphoto.com/id/1361270450/photo/haleem.jpg?b=1&s=170667a&w=0&k=20&c=fNkQ7OGIyJCUkEeLX0ZqLAUbwMEKL2osoOhMjnPghcU=
mango lassi,"mango, milk, curd",non vegetarian,sweet,snack,5,20,https://media.istockphoto.com/id/1136089414/photo/buttermilk-mango-and-turmeric-indian-beverage.jpg?b=1&s=170667a&w=0&k=20&c=Ir6vlE5zxNofMP4K5lAuoy_vGCQG9sQnzV73cw7yKDU=
strawberry lassi,"strawberry, milk, sugar, curd",non vegetarian,sweet,main course,15,25,https://media.istockphoto.com/id/1086568532/photo/strawberry-banana-smoothie-in-a-tall-glass.jpg?b=1&s=170667a&w=0&k=20&c=2Hk2CUDXdry6H57cdbw7p_PlK55SYTGPZBJtmxR0pSU=
malai boti ,"yoghurt, chicken, spices",non vegetarian,spicy,main course,70,90,https://media.istockphoto.com/id/1440067851/photo/spicy-tandoori-chicken-tikka-boti-kabab-with-bread-lemon-and-salad-served-in-dish-isolated-on.jpg?b=1&s=170667a&w=0&k=20&c=2I6vO6ykUVNjjay_rnXM8fQZ9Tdh81i3tLtXDHy3CyM=
tikka boti,"chicken, spices, garlic, yoghurt",non vegetarian,spicy,main course,10,20,https://media.istockphoto.com/id/182660514/photo/indian-barbecue.jpg?b=1&s=170667a&w=0&k=20&c=hUHynzWcrUZjnmlsjOcbVzRgcNRbyfX53o4eCig7mng=
black rice,"forbidden black rice, chicken, oil, almonds, garlic",non vegetarian,other,main course,20,49,https://media.istockphoto.com/id/1395535072/photo/black-rice-in-wooden-bowl-isolated-on-white.jpg?b=1&s=170667a&w=0&k=20&c=GiFqk4bvH4SAUJ58kVkLBFifyjZFNPsuAAfSTIrJ-ww=
beef biryani,"biryani masala, spices, beef, ",vegetarian,spicy,main course,60,80,https://media.istockphoto.com/id/1407172002/photo/indian-spicy-mutton-biryani-with-raita-and-gulab-jamun-served-in-a-dish-side-view-on-grey.jpg?b=1&s=170667a&w=0&k=20&c=iv0meLCwQWhte3vw8Q4xdoL1gF2D3EexqylYdCmUhF0=
brown rice,"brown rice, soy sauce, oil",vegetarian,other,main course,15,25,https://media.istockphoto.com/id/939929350/photo/earthen-pot-rice-japanese-traditional-cooking.jpg?b=1&s=170667a&w=0&k=20&c=3uXwOxkkUFEgUwed77IGubvnPstvYErBNMgVq8LFnuY=
malai curry,"coconut milk, lobster, green chillies, ginger, onions",non vegetarian,spicy,main course,10,40,https://media.istockphoto.com/id/1397648059/photo/malai-kofta-curry.jpg?b=1&s=170667a&w=0&k=20&c=Z8B84I7Z6Ct6DWdn-UOnjkspGBAFKE1Yym5D3ZBCd70=
buttered delights,"baking soda, clarified butter, oil, flour",vegetarian,sweet,dessert,20,60,https://media.istockphoto.com/id/1159465053/photo/home-made-pastry-delights-donuts.jpg?b=1&s=170667a&w=0&k=20&c=1HxxZEQ8bD1pqVJeOydapJ63GHDxdq5U0o47UGKAnYU=
siwayaian,"vermicelli, milk, cardamom, pistachios",vegetarian,sweet,dessert,35,60,https://media.istockphoto.com/id/175207017/photo/singapore-fried-rice-vermicelli.jpg?b=1&s=170667a&w=0&k=20&c=rXg3f2OVaZ_qNCfXOF8cGJn51NEMRf1oz6SrG2wSZRQ=
lamb curry,"lamb, garam masala, curd, turmeric, bay leaf",non vegetarian,spicy,main course,20,40,https://media.istockphoto.com/id/540119192/photo/curry-and-rooti.jpg?b=1&s=170667a&w=0&k=20&c=64pphmD0qDok_Mua5zda08XycgGQTqUtpVnEy8RhKwk=
sajji,"chicken, garlic, chillies, potatoes",non vegetarian,other,main course,15,30,https://media.istockphoto.com/id/1360201294/photo/sajji.jpg?b=1&s=170667a&w=0&k=20&c=YjSIq9jHaunf4-W7wb5RtnpJ5H3FTFVLFe-vjhrjcCA=
fish fillet,"fish, besan, lemon, mint, ginger",non vegetarian,spicy,main course,45,60,https://media.istockphoto.com/id/510534973/photo/pan-fried-tilapia-with-asian-slaw-and-roasted-potatoes.jpg?b=1&s=170667a&w=0&k=20&c=ZMenYIcevZETx0WpqosZop4CvMtzDS83L3CIvrO3GdA=
seekh kabab,"lamb, onions, garlic, coriander",vegetarian,spicy,main course,60,60,https://media.istockphoto.com/id/501027041/photo/behrai-kabab-1.jpg?b=1&s=170667a&w=0&k=20&c=IJXEyntLXpfk96qDYJ_pTeMj_wKC5urifosI0lXGKQM=
chapli kabab,"beef, spices, yoghurt, coriander",non vegetarian,spicy,main course,20,40,https://media.istockphoto.com/id/501137055/photo/chapli-kabab-11.jpg?b=1&s=170667a&w=0&k=20&c=TBSHA6G5JT0zDfp1uwxv8ub8BgyK7yWOnVYQ5r0bvh8=
potato stew,"potatoes, tomatoes, oil, bay leaf, cinnamon stick",non vegetarian,spicy,main course,30,30,https://media.istockphoto.com/id/494154858/photo/hot-homemade-corn-chowder.jpg?b=1&s=170667a&w=0&k=20&c=HMzQ14_WsX5d7p5QscIEHZyU6MhTzA5yCHMrd6Pb8TE=
duck stew,"rice flour,duck, gram flour, oil",non vegetarian,spicy,main course,30,55,https://media.istockphoto.com/id/1325748608/photo/cantonese-cuisines-like-tenderloin-chee-cheong-fun-sweet-and-sour-fried-eggs-and-steamed-rice.jpg?b=1&s=170667a&w=0&k=20&c=ZqxaKsFAHzEMWzInV2XYNLP3c-3qShySgvkoytK0xPw=
masor daal,"fish roe, pumpkin, oil, turmeric, tomatoes",non vegetarian,spicy,main course,15,45,https://media.istockphoto.com/id/495455834/photo/red-lentil-indian-soup-with-flat-bread-masoor-dal.jpg?b=1&s=170667a&w=0&k=20&c=YU2MAC9eLU2WMKpiUQSPMLDgILQUI6OuPL4sihwAFOk=
daal fry,"chana daal, coconut, ginger, cinnamon, raisins",vegetarian,sweet,main course,10,30,https://media.istockphoto.com/id/585796696/photo/yellow-lentil-soup-or-arhar-daal.jpg?b=1&s=170667a&w=0&k=20&c=Qm1gfxip9-PUZ1gZUql7FPi97MmYCC_jzwfxkvLZvTc=
chicken reshmi handi,"curd, rice, curry leaves, dry chillies, chicken, garlic, ",vegetarian,other,main course,35,60,https://media.istockphoto.com/id/1441726864/photo/chicken-tikka-masala-or-butter-chicken-makhani-served-in-handi-isolated-on-table-side-view-of.jpg?b=1&s=170667a&w=0&k=20&c=LyL8apA_H7pN5mFrnUdJ9g-wyVL8aI_HMgKF9barcLY=
pani pitha,"tea leaves, sesame seeds, dry coconut, rice",vegetarian,other,main course,10,20,https://images.unsplash.com/photo-1598259427452-9ab41d51041d?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MXx8cGFuaSUyMHBpdGhhJTIwZGlzaHxlbnwwfHwwfHw%3D&auto=format&fit=crop&w=500&q=60
saffron pulao,"rice, rose water, sugar, clarified butter, cardamom pods, saffron",vegetarian,sweet,dessert,30,40,https://media.istockphoto.com/id/1406565221/photo/shrimp-biryani-with-raita-and-sauce-served-in-a-dish-isolated-on-grey-background-side-view.jpg?b=1&s=170667a&w=0&k=20&c=eCstjegrI5c2uzhgFOHu6OcAT7HQ2SUgp7IPVtz2jjk=
prawn malai curry,"coconut milk, prawns, garlic, turmeric, sugar",non vegetarian,spicy,main course,15,50,https://media.istockphoto.com/id/529126582/photo/grilled-tiger-prawns-rice-and-malai-curry-sauce.jpg?b=1&s=170667a&w=0&k=20&c=5bbK--1VHRkEFlB9HkdC6l_NwuF7JjkRTEOt67HH15Q=
red rice,"red pepper, onions, butter, watercress, oil",vegetarian,other,main course,15,30,https://media.istockphoto.com/id/693824358/photo/mexican-red-rice-plate.jpg?b=1&s=170667a&w=0&k=20&c=MEMI8NyoZA__Y3OifQzBMIsipSru19dkvmhVsvg3mjk=
curry,"green beans, bitter gourd, ridge gourd, banana, brinjal",vegetarian,spicy,main course,10,20,https://plus.unsplash.com/premium_photo-1669831178095-005ed789250a?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MXx8Y3Vycnl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=60
til pitha,"black sesame seeds, gur",vegetarian,sweet,dessert,5,30,https://images.unsplash.com/photo-1609326780671-93b6665c8b87?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Mnx8dGlsJTIwcGl0aGF8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=60
coconut cream pudding,"coconut milk, eggs, clarified butter, flour",vegetarian,sweet,dessert,20,60,https://images.unsplash.com/photo-1671523557643-b80db31443d0?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MXx8Y29jb251dCUyMGNyZWFtJTIwcHVkZGluZ3xlbnwwfHwwfHw%3D&auto=format&fit=crop&w=500&q=60
dates delight,"cottage cheese, dry dates, dried rose petals, pistachios, almonds",vegetarian,sweet,dessert,30,30,https://images.unsplash.com/photo-1586985288348-b3b4b1a50b58?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTB8fGRhdGVzJTIwZGVsaWdodCUyMGRpc2h8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=60
orange mil delight,"orange,milk powder, dry fruits, arrowroot powder, flour",vegetarian,sweet,dessert,20,45,https://images.unsplash.com/photo-1617806501441-2a4a45c5316c?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Mnx8b3JhbmdlJTIwZGVsaWdodCUyMGRpc2h8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=60
pulao,"rice, fennel seeds, chicken, grated coconut, black pepper, ginger, green chillies, chicken",vegetarian,sweet,main course,30,120,https://media.istockphoto.com/id/1447698436/photo/veg-pulao-or-kashmiri-pulao-in-a-white-bowl-isolated-on-wooden-texture-background-with-copy.jpg?b=1&s=170667a&w=0&k=20&c=n8ugVrF9s88HZVPi49EAaRz29INP5PhvNKU2FZxWw8Y=
